time (s),Frequency (Hz),Flux (mJy),Flux error
120013.55815417189,372000000000000.0,4.253247200364627e-06,2.210243974387279e-07
172964.21458962845,372000000000000.0,1.5660219916622806e-06,2.4744590225683544e-07
249276.99827194138,372000000000000.0,4.905554561696109e-07,4.92732584221298e-08
359259.41105736414,372000000000000.0,1.6885003628222728e-07,2.1937117193888734e-08
517766.682558019,372000000000000.0,6.793994643478132e-08,5.079371950439825e-09
746208.253189868,372000000000000.0,2.6227471359865556e-08,2.516192196354902e-09
1075439.528819584,372000000000000.0,1.104622842887894e-08,1.2037682771560956e-09
1549929.4938157229,372000000000000.0,4.169489620820471e-09,6.163591102903195e-10
2233767.0984036056,372000000000000.0,1.8171696586921402e-09,2.6818756507369837e-10
3219317.6978821396,372000000000000.0,7.700281292227007e-10,2.4104285908289718e-11
4639698.761479632,372000000000000.0,3.7355974516812555e-10,6.1472347627913e-11
6686759.934080832,372000000000000.0,1.679684119185298e-10,1.7989869092267e-11
9636996.002251137,372000000000000.0,9.480460741233316e-11,2.0557937073731868e-11
13888892.80652339,372000000000000.0,4.581348269623562e-11,4.403608653062223e-12
20016750.380101576,372000000000000.0,2.2518452303119116e-11,3.7618541271957826e-12
28848253.158891603,372000000000000.0,1.3850402638642077e-11,1.8131605337881195e-12
41576264.6042089,372000000000000.0,7.448150563986901e-12,7.276259764879843e-13
59919946.24140365,372000000000000.0,3.644141683428403e-12,5.283490075589157e-13
9292.844737966678,455000000000000.0,0.0002246433012695796,3.5155386162187626e-05
13392.900070015085,455000000000000.0,0.0001375865302944577,2.140028806663562e-05
19301.92286034654,455000000000000.0,9.60857015142142e-05,1.110949261321285e-05
27818.03971948465,455000000000000.0,7.57435190725822e-05,1.7733821798031902e-05
40091.51520466351,455000000000000.0,4.351593500380074e-05,6.737374066586557e-06
57780.11706122998,455000000000000.0,1.9224858491225006e-05,2.3420417155706258e-06
83273.02948183633,455000000000000.0,1.0230061279329376e-05,1.834973712239523e-06
120013.55815417189,455000000000000.0,3.5896593794529274e-06,4.265395010010192e-07
172964.21458962845,455000000000000.0,1.2013660549939279e-06,1.438883580054739e-07
249276.99827194138,455000000000000.0,4.855345493892453e-07,3.1631582903694456e-08
359259.41105736414,455000000000000.0,1.6476303120922366e-07,8.429628759720317e-09
517766.682558019,455000000000000.0,5.4541955724406785e-08,9.660429741872258e-09
746208.253189868,455000000000000.0,2.3053690820780097e-08,3.674030026168254e-09
1075439.528819584,455000000000000.0,9.460126561301519e-09,7.583989779457171e-10
1549929.4938157229,455000000000000.0,3.764222585640272e-09,5.299365323647781e-10
2233767.0984036056,455000000000000.0,1.5912121295798707e-09,1.3708447772380046e-10
3219317.6978821396,455000000000000.0,7.126585888073983e-10,1.185561017635279e-10
4639698.761479632,455000000000000.0,3.226975439625684e-10,7.751003512449752e-11
6686759.934080832,455000000000000.0,1.553599952639983e-10,8.86317866955125e-12
9636996.002251137,455000000000000.0,8.614944956702156e-11,2.4599840089707585e-12
13888892.80652339,455000000000000.0,3.767719768005234e-11,4.521505647493705e-12
20016750.380101576,455000000000000.0,2.0358446167952124e-11,1.8664606209174186e-12
28848253.158891603,455000000000000.0,1.0370245828841948e-11,7.673576472133213e-13
41576264.6042089,455000000000000.0,5.946385221315517e-12,7.301055502478273e-13
59919946.24140365,455000000000000.0,3.92414413308919e-12,6.038334823827777e-13
9292.844737966678,545000000000000.0,0.00020359727539390941,1.0664930810599306e-05
13392.900070015085,545000000000000.0,0.0001218679905876788,9.404993303546393e-06
19301.92286034654,545000000000000.0,8.922891369902416e-05,7.410360176311574e-06
27818.03971948465,545000000000000.0,5.8920561434251396e-05,7.003085169089465e-06
40091.51520466351,545000000000000.0,3.381098755840024e-05,4.324552066811655e-06
57780.11706122998,545000000000000.0,1.936970877468376e-05,1.4450830587634336e-06
83273.02948183633,545000000000000.0,8.078972585154912e-06,9.941549777616442e-07
120013.55815417189,545000000000000.0,3.0061801890139957e-06,2.2089406809578577e-07
172964.21458962845,545000000000000.0,1.075086281485535e-06,2.2827548750195584e-07
249276.99827194138,545000000000000.0,3.7081164937566835e-07,4.837531643772991e-08
359259.41105736414,545000000000000.0,1.3027738316757552e-07,9.262894864945501e-09
517766.682558019,545000000000000.0,5.032525264542926e-08,6.444054155766704e-09
746208.253189868,545000000000000.0,2.27711779275047e-08,3.5235029585215276e-09
1075439.528819584,545000000000000.0,8.028855945999103e-09,8.35396164806436e-10
1549929.4938157229,545000000000000.0,3.306574927728009e-09,4.847844411891492e-10
2233767.0984036056,545000000000000.0,1.6420721127349993e-09,1.890628090428792e-11
3219317.6978821396,545000000000000.0,6.383529496078351e-10,4.7073475469497106e-11
4639698.761479632,545000000000000.0,2.765079840453796e-10,4.155669803879391e-11
6686759.934080832,545000000000000.0,1.628384450578505e-10,1.4102156315270122e-11
9636996.002251137,545000000000000.0,6.476965390636014e-11,6.9288481459081124e-12
13888892.80652339,545000000000000.0,3.310850471840254e-11,3.953955496417733e-12
20016750.380101576,545000000000000.0,1.7233480643420466e-11,2.7524861454646405e-12
28848253.158891603,545000000000000.0,1.0155321332121589e-11,5.592659344372766e-13
41576264.6042089,545000000000000.0,4.962920542812306e-12,6.088452338562326e-13
59919946.24140365,545000000000000.0,2.946863754221292e-12,3.1410798240737836e-13
9292.844737966678,1.08e+18,3.2956466384792696e-07,3.0236261147389616e-08
13392.900070015085,1.08e+18,2.0868448280474257e-07,2.969006314100125e-08
19301.92286034654,1.08e+18,1.4781492753992909e-07,3.116410613153376e-08
27818.03971948465,1.08e+18,8.2621347008348e-08,1.3608595867826774e-08
40091.51520466351,1.08e+18,4.5746887037413816e-08,1.1345483600943769e-08
57780.11706122998,1.08e+18,2.215815980846288e-08,2.1700285546740223e-09
83273.02948183633,1.08e+18,1.0477643287364537e-08,1.4829012331256837e-09
120013.55815417189,1.08e+18,3.2600623461721224e-09,3.9508131980746284e-10
172964.21458962845,1.08e+18,1.2261202661571694e-09,1.1354544608786983e-10
249276.99827194138,1.08e+18,3.957001617402388e-10,8.523061885814118e-11
359259.41105736414,1.08e+18,1.4854696983838505e-10,1.617781866493113e-11
517766.682558019,1.08e+18,5.054468474488316e-11,1.2770254621489839e-11
746208.253189868,1.08e+18,1.9439607417890106e-11,3.341145618823734e-12
1075439.528819584,1.08e+18,9.296982434924524e-12,1.5022729391889306e-12
1549929.4938157229,1.08e+18,3.953341020838184e-12,5.096610212999046e-13
2233767.0984036056,1.08e+18,2.114508373511956e-12,3.5168408117735427e-13
3219317.6978821396,1.08e+18,8.578872815873019e-13,1.5654977160481125e-13
4639698.761479632,1.08e+18,4.964222347084199e-13,3.431738785351288e-14
6686759.934080832,1.08e+18,2.212896393288125e-13,1.9368442295923066e-14
9636996.002251137,1.08e+18,1.2002564976717588e-13,1.7882371257702093e-14
13888892.80652339,1.08e+18,8.268491510259723e-14,1.301627250722405e-14
20016750.380101576,1.08e+18,4.7821945906887537e-14,6.454817634180591e-15
28848253.158891603,1.08e+18,2.4692805343594706e-14,3.664269127463452e-15
41576264.6042089,1.08e+18,1.527796126633361e-14,1.520474612380336e-15
59919946.24140365,1.08e+18,9.299637590523383e-15,1.1359798991958569e-15
