time (s),Frequency (Hz),Flux (mJy),Flux error
19158173.554545444,8600000000.0,3.231042835207522e-08,1.150264183986179e-08
24623208.718976956,8600000000.0,2.1639370083090688e-08,9.109335711566857e-09
31647192.562072296,8600000000.0,1.5655395310190024e-08,5.543175501605851e-09
40674828.71511379,8600000000.0,9.91411992210971e-09,2.4512134541289317e-09
52277676.37710219,8600000000.0,6.970296926094436e-09,2.1080559215294734e-09
67190336.96566048,8600000000.0,5.5308606254539665e-09,3.233167298350015e-09
162754.79141900392,372000000000000.0,1.6912307352015161e-06,2.0579411117011865e-07
209182.00723642856,372000000000000.0,8.262551369501862e-07,1.248868886643509e-07
268852.98902697663,372000000000000.0,4.1631472988377756e-07,4.8133476572915124e-08
345545.6358970809,372000000000000.0,1.9000680575363867e-07,2.7521031571669063e-08
444115.5254388393,372000000000000.0,9.713037982593919e-08,5.681651218505625e-09
570803.3308647039,372000000000000.0,5.5730659067737064e-08,9.085213156669666e-09
733629.9315460668,372000000000000.0,2.6396766110636925e-08,1.3549797745874035e-09
942904.2322597395,372000000000000.0,1.4625622612009913e-08,2.4674063825773693e-09
1211875.8422788032,372000000000000.0,7.832330930502674e-09,9.026612172686995e-10
1557573.9368347565,372000000000000.0,4.030382094916475e-09,4.061475508519248e-10
2001885.4110871814,372000000000000.0,2.555429582773993e-09,1.4752245241095805e-10
2572940.5868639983,372000000000000.0,1.269838387320102e-09,2.2845802215141713e-10
3306894.2042676024,372000000000000.0,7.456044645924129e-10,1.097326095564151e-10
4250214.456583049,372000000000000.0,4.3790968879279494e-10,1.6495167237383032e-11
5462624.992246582,372000000000000.0,2.5368230277525424e-10,9.254276154391405e-12
7020886.148391425,372000000000000.0,1.957169289525232e-10,2.4022699621672945e-11
9023654.814057129,372000000000000.0,9.815289371195093e-11,1.345670026927375e-11
11597730.611528587,372000000000000.0,6.664084131125501e-11,8.026005920714808e-12
14906083.855075052,372000000000000.0,4.06360710552518e-11,2.0082069142472238e-12
19158173.554545444,372000000000000.0,2.4054008158644492e-11,3.884043968524282e-12
24623208.718976956,372000000000000.0,1.6479116329550134e-11,2.945068879632584e-12
31647192.562072296,372000000000000.0,1.0995595664095553e-11,1.4613725159553379e-12
40674828.71511379,372000000000000.0,6.875292926106527e-12,9.185325755712724e-13
52277676.37710219,372000000000000.0,4.9843755639787256e-12,4.955069440861512e-13
67190336.96566048,372000000000000.0,2.9802136751338078e-12,2.2287685464278593e-13
162754.79141900392,455000000000000.0,1.663570301650044e-06,2.4754570483964046e-07
209182.00723642856,455000000000000.0,7.550881594031924e-07,9.933734296054748e-08
268852.98902697663,455000000000000.0,3.511380787661095e-07,3.866072002192103e-08
345545.6358970809,455000000000000.0,1.671857579021749e-07,1.9517247712489577e-08
444115.5254388393,455000000000000.0,9.178247211485296e-08,1.635015096812731e-08
570803.3308647039,455000000000000.0,4.381708829369097e-08,5.0779974009490856e-09
733629.9315460668,455000000000000.0,2.22277790108341e-08,3.3399864816626882e-09
942904.2322597395,455000000000000.0,1.2411687458022581e-08,2.104445744524916e-09
1211875.8422788032,455000000000000.0,6.5114021023091205e-09,8.642226483529518e-10
1557573.9368347565,455000000000000.0,3.4830781712860994e-09,3.426753016404185e-10
2001885.4110871814,455000000000000.0,2.0965503379982287e-09,4.318849634217344e-10
2572940.5868639983,455000000000000.0,1.256273214148001e-09,1.9721048274121263e-10
3306894.2042676024,455000000000000.0,6.402703580328604e-10,8.60894842733258e-11
4250214.456583049,455000000000000.0,3.957502642787795e-10,2.0011997166741604e-11
5462624.992246582,455000000000000.0,2.3162300565430593e-10,3.311260729186023e-11
7020886.148391425,455000000000000.0,1.3583615617963997e-10,8.842535239316197e-12
9023654.814057129,455000000000000.0,8.5058419401947e-11,6.913572530717619e-12
11597730.611528587,455000000000000.0,5.1281629963456046e-11,5.058794390355563e-12
14906083.855075052,455000000000000.0,3.61713064640331e-11,1.054306419571729e-12
19158173.554545444,455000000000000.0,2.201148580173326e-11,4.7026548208815226e-12
24623208.718976956,455000000000000.0,1.4302534978522762e-11,1.3088542887136025e-12
31647192.562072296,455000000000000.0,9.804116047158396e-12,1.5821958773718729e-12
40674828.71511379,455000000000000.0,6.648472067714747e-12,9.477170402778175e-13
52277676.37710219,455000000000000.0,5.033944738482292e-12,2.1793813953522265e-13
67190336.96566048,455000000000000.0,2.7100644635254394e-12,3.137828231085932e-13
162754.79141900392,545000000000000.0,1.310440370679111e-06,1.59059219777707e-07
209182.00723642856,545000000000000.0,6.430028684196151e-07,9.376187250753242e-08
268852.98902697663,545000000000000.0,3.1179262805918634e-07,2.386998684402455e-08
345545.6358970809,545000000000000.0,1.6856540688655624e-07,1.6190459052131178e-08
444115.5254388393,545000000000000.0,8.33029923978494e-08,7.820633417899717e-09
570803.3308647039,545000000000000.0,3.963408844351441e-08,1.3299617987152836e-09
733629.9315460668,545000000000000.0,2.2147056282675175e-08,4.18775625727799e-09
942904.2322597395,545000000000000.0,1.0710802035990285e-08,1.6026713587883951e-09
1211875.8422788032,545000000000000.0,5.616747388454782e-09,2.380801554151024e-10
1557573.9368347565,545000000000000.0,3.2200030258564287e-09,2.111183717594329e-10
2001885.4110871814,545000000000000.0,1.7580478031819552e-09,2.461765164474908e-10
2572940.5868639983,545000000000000.0,1.1697989627274274e-09,1.3461220652631164e-10
3306894.2042676024,545000000000000.0,6.16812006192364e-10,4.385180031644909e-11
4250214.456583049,545000000000000.0,3.3012440057389124e-10,3.3498111080051724e-11
5462624.992246582,545000000000000.0,2.028206623014207e-10,1.6777069273399578e-11
7020886.148391425,545000000000000.0,1.2255537729211147e-10,1.1483641072497285e-11
9023654.814057129,545000000000000.0,7.307580727107223e-11,9.635624701402008e-12
11597730.611528587,545000000000000.0,4.5553752508232946e-11,4.689016320962784e-12
14906083.855075052,545000000000000.0,3.1485930827332745e-11,1.0831743388120938e-14
19158173.554545444,545000000000000.0,2.0109049173857486e-11,1.8073986127554217e-12
24623208.718976956,545000000000000.0,1.3178482867443543e-11,1.2239166022210134e-12
31647192.562072296,545000000000000.0,8.688295764911321e-12,8.328556282905259e-13
40674828.71511379,545000000000000.0,5.382202298981079e-12,8.293120598107093e-13
52277676.37710219,545000000000000.0,3.957624543784973e-12,8.125727162145873e-13
67190336.96566048,545000000000000.0,2.3768455659758006e-12,4.969900593011023e-13
162754.79141900392,1.08e+18,1.5522145434941548e-09,1.424008327942175e-10
209182.00723642856,1.08e+18,7.003009809416141e-10,5.487989875179881e-11
268852.98902697663,1.08e+18,3.1185150896311976e-10,2.6342550961083468e-11
345545.6358970809,1.08e+18,1.474250772923462e-10,2.586727067440696e-11
444115.5254388393,1.08e+18,7.898409004534784e-11,1.012627775022366e-11
570803.3308647039,1.08e+18,3.8516857643256804e-11,7.815349968015471e-12
733629.9315460668,1.08e+18,2.2143166482091022e-11,2.79951525493685e-12
942904.2322597395,1.08e+18,1.212524806839854e-11,1.1151110012444127e-12
1211875.8422788032,1.08e+18,7.058308729953361e-12,1.3976101558888967e-12
1557573.9368347565,1.08e+18,3.626910083562065e-12,5.093770661392951e-13
2001885.4110871814,1.08e+18,2.0795191181787317e-12,3.533533723668e-13
2572940.5868639983,1.08e+18,1.353098352987684e-12,1.5528518285480878e-13
3306894.2042676024,1.08e+18,8.305387350534412e-13,1.129011744501641e-13
4250214.456583049,1.08e+18,5.488009283905778e-13,8.175789325419311e-14
5462624.992246582,1.08e+18,3.2030002957043933e-13,6.01606839247477e-14
7020886.148391425,1.08e+18,2.1225747757910137e-13,3.9816386795820364e-14
9023654.814057129,1.08e+18,1.3418217531778125e-13,9.567608267106153e-15
11597730.611528587,1.08e+18,9.509766860360615e-14,1.9453015136093515e-14
14906083.855075052,1.08e+18,6.109762447551576e-14,8.98762503690946e-15
19158173.554545444,1.08e+18,4.817079789563723e-14,1.2372444834434951e-14
24623208.718976956,1.08e+18,3.1800227761860043e-14,4.3286585922432876e-15
31647192.562072296,1.08e+18,2.090449415101288e-14,4.328411671695738e-15
40674828.71511379,1.08e+18,1.686151280440724e-14,2.881806417891536e-15
52277676.37710219,1.08e+18,1.1681822349723031e-14,1.6084954459973811e-15
67190336.96566048,1.08e+18,7.248794738465673e-15,1.3409245119997005e-15
